id,ChapterName,difficulty_1_to_5,difficulty_reason,covered_model_count,difficulty_model_count,raw_solved_count,solved_with_reasoning_count,small_model_solved_count,failed_count,difficulty_failed_models,gpt5_manual_label,qwen3_4b_manual_label,qwen2_5_7b_manual_label,gemma3_4b_manual_label,mistral3_3b_manual_label,gpt5_judge_label,qwen3_4b_judge_label,qwen2_5_7b_judge_label,gemma3_4b_judge_label,mistral3_3b_judge_label,llama3_2_3b_judge_label,failed_models,non_genuine_failure_models_from_notes,dominant_error_types,manual_note,expected_final_answer
383,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,0,0,0,5,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",0,0,0,0,0,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"no_or_insufficient_reasoning,geometry_condition_error,arithmetic_or_algebra_error","Gemma: conic equation বের করতে গিয়ে directrix/latus rectum-এর রেখা আলাদা করতে পারেনি। সে \(2x-y-1=0\)-জাতীয় ভুল রেখা দিয়েছে, যা expected directrix নয় এবং \((2,-3)\) বিন্দুটিও ঠিকভাবে ব্যবহার করে না। Qwen3: পরাবৃত্তের মতো equation বানিয়েছে এবং latus rectum \(x=1\) ধরেছে। কিন্তু eccentricity \(\sqrt2\), অর্থাৎ এটি parabola নয়; তাই \(x=1\) ধরনের standard guess ভুল। Qwen2.5: উত্তর অসম্পূর্ণ। Mistral: উত্তর অসম্পূর্ণ। GPT-5: উত্তর অসম্পূর্ণ। Crux: এই সমস্যায় conic equation নয়, directrix ও latus rectum-এর রেখা ধরতে হতো। Expected directrix \((2,-3)\) দিয়ে যায় এবং latus rectum focus দিয়ে directrix-এর সমান্তরাল।","$2x+y-1=0, 2x+y=3$"
384,সমাকলন,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,0,1,0,0,0,,,,,$\frac{1}{3}$ sq unit
385,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,missing_case_or_domain_error","Gemma: \((x-4)^2=16(y+3)\)-জাতীয় vertical parabola দিয়েছে। কিন্তু অক্ষ \(x\)-অক্ষের সমান্তরাল হলে \(y\)-এর বর্গ থাকবে, \(x\)-এর নয়। Qwen3: \((y+3)^2=4(x-4)\) দিয়েছে। এটি একটি branch সঠিক, কিন্তু expected answer-এ \(\pm\) দুইটি সম্ভাবনা আছে। তাই সম্পূর্ণ উত্তর নয়। Qwen2.5: \((y+3)^2=16(x-4)\) দিয়েছে। latus rectum length \(4\) হলে \(4a=4\), coefficient \(4\) হবে; \(16\) নয়। Mistral: ellipse-এর equation দিয়েছে, যা সম্পূর্ণ ভুল conic type।",$(y+3)^2=\pm4(x-4)$
386,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,missing_case_or_domain_error,formula_or_method_error","Gemma: ক্ষেত্রফল \(12\pi\) ঠিক পেয়েছে, কিন্তু অক্ষের দৈর্ঘ্য \(12\) বলেছে। সে \(a,b\) বা \(2a,2b\)-এর পার্থক্য গুলিয়ে ফেলেছে। Qwen3: \(8\) এবং \(12\pi\) দিয়েছে, কিন্তু ক্ষুদ্র অক্ষের দৈর্ঘ্য \(6\) বাদ দিয়েছে। তাই অসম্পূর্ণ। Qwen2.5: completing square/standard form ভুল করেছে, তাই semi-axis ভুল পেয়েছে। Mistral: অক্ষ ও ক্ষেত্রফল দুটোই ভুল। standard ellipse form-এ ঠিকভাবে আনেনি। Crux: সমীকরণকে standard form-এ আনা দরকার ছিল। \(\frac{(x-1)^2}{9}+\frac{y^2}{16}=1\), তাই অক্ষদ্বয় \(8,6\), ক্ষেত্রফল \(12\pi\)।","$8,6,12\pi$"
387,কণিক,3,"2/4 small models solved with proper reasoning; failed small models: gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"gemma3_4b,mistral3_3b",1,1,1,0,0,1,1,1,0,0,0,"gemma3_4b,mistral3_3b",,question_misinterpretation,"Gemma: eccentricity ঠিক পেয়েছে, কিন্তু focus \((10,0)\) দিয়েছে। সে \(a\) কে focus distance \(c\) ধরে ফেলেছে। আসলে \(c=ae=5\sqrt3\), \(a=10\) নয়। Mistral: \(p\) ও \(e\) ঠিক, কিন্তু শুধু একটি focus \((5\sqrt3,0)\) দিয়েছে। ellipse-এর focus দুইটি: \((\pm5\sqrt3,0)\)। তাই অসম্পূর্ণ। Crux: এখানে focus distance \(c=ae\), \(a\) নয়। Gemma \(a\) কে focus ধরে ভুল করেছে; Mistral একটি focus বাদ দিয়েছে।","$P=100$, $e=\frac{\sqrt{3}}{2}$, $S\equiv(\pm5\sqrt{3},0)$"
388,কণিক,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,gemma3_4b,mistral3_3b",1,0,1,0,0,0,0,0,0,0,0,"qwen3_4b,gemma3_4b,mistral3_3b",gpt5,"geometry_condition_error,wrong_final_value_or_expression,no_or_insufficient_reasoning","Gemma: hyperbola-র জায়গায় ellipse-এর form ব্যবহার করেছে। তাই \(\frac{x^2}{192}+\frac{y^2}{64}=1\) দিয়েছে, যা conic type-ই ভুল। Qwen3: \(y^2-x^2=32\) দিয়েছে। এটি opposite orientation-এর hyperbola। কিন্তু expected answer \(x^2-y^2=32\), অর্থাৎ transverse axis \(x\)-axis ধরে। তাই expected-এর সঙ্গে মেলেনি। Qwen2.5: \(\frac{x^2}{32}-\frac{y^2}{32}=1\) দিয়েছে, যা \(x^2-y^2=32\)-এর সমতুল্য। এটি আসলে সঠিক; label 0 হলে false negative। Mistral: উত্তর অসম্পূর্ণ/দেয়নি। GPT-5: detail-এ সঠিকভাবে \(x^2-y^2=32\) পেয়েছে, কিন্তু final extraction ভেঙে গেছে। false negative। Crux: মূল কাজ ছিল \(2c=16\), \(e=c/a\), এবং \(c^2=a^2+b^2\)। Gemma ellipse formula নিয়েছে; Qwen3 orientation উল্টো নিয়েছে; Qwen2.5 ও GPT-5 আসলে সঠিক।",$x^2-y^2=32$
389,কণিক,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,0,1,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"question_misinterpretation,arithmetic_or_algebra_error,geometry_condition_error","Gemma: প্রথম রেখা থেকে \(x=9\) ঠিক ধরলেও \(y\)-axis intercept হিসেবে ভুলভাবে \(4\) নিয়েছে। কিন্তু \(y\)-intercept নিতে হবে দ্বিতীয় রেখা থেকে, যেখানে \(y=3\)। তাই equation ও eccentricity ভুল। Qwen2.5: \(\frac{x^2}{9}+\frac{y^2}{4}=1\) দিয়েছে। সে intercept-কে denominator হিসেবে বসিয়েছে, কিন্তু ellipse-এর denominator হওয়া উচিত semi-axis-এর বর্গ: \(9^2=81\), \(3^2=9\)। Mistral: equation-এ ভুল \(y\)-semi-axis নিয়েছে এবং focus-ও ভুলভাবে দিয়েছে। intercept condition ঠিকভাবে আলাদা করেনি। GPT-5: সঠিক equation, eccentricity, focus দিয়েছে। label 0 হলে extraction/form issue। Crux: এখানে \(x\)-intercept প্রথম রেখা থেকে \(9\), \(y\)-intercept দ্বিতীয় রেখা থেকে \(3\)। তারপর denominator হবে \(9^2\) ও \(3^2\), সরাসরি \(9,3\) নয়।","$\frac{x^2}{9^2}+\frac{y^2}{3^2}=1$, $e=\frac{2\sqrt{2}}{3}$, $(\pm6\sqrt{2},0)$"
390,কণিক,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,1,4,"qwen2_5_7b,gemma3_4b,mistral3_3b",0,1,0,0,0,0,1,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,formula_or_method_error,no_or_insufficient_reasoning","Gemma: \((x-4)^2=8(y+3)\) দিয়েছে। এটি vertical parabola, কারণ এতে \(x\)-term squared। কিন্তু অক্ষ \(x\)-অক্ষের সমান্তরাল হলে \(y\)-term squared হতে হবে। Qwen2.5: উত্তর অসম্পূর্ণ। Mistral: ellipse equation দিয়েছে, conic type ভুল। GPT-5: \((y+3)^2=4(x-4)\) এবং \((y+3)^2=-4(x-4)\) দুইটিই দিয়েছে। এর মধ্যে expected positive branch আছে, কিন্তু expected answer শুধু ডানদিকে খোলা parabola নিয়েছে। তাই evaluation অনুযায়ী অতিরিক্ত branch-এর কারণে mismatch হতে পারে। Crux: Horizontal axis হলে standard form \((y+3)^2=4a(x-4)\)। Gemma vertical form নিয়েছে, Mistral ellipse বানিয়েছে, GPT-5 expected-এর বাইরে অতিরিক্ত branch দিয়েছে।",$(y+3)^2=4(x-4)$
391,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,0,0,0,5,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",0,0,0,0,0,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"formula_or_method_error,no_or_insufficient_reasoning,geometry_condition_error","qwen3: mistake. Note: nature ও center ঠিক ধরেছে, কিন্তু foci ভুল দিয়েছে (5,-1),(-5,-1); এগুলো center (-4,-1) থেকে symmetric নয়। Directrix-ও ভুলভাবে origin-centered হিসেবে নিয়েছে। তাই final incomplete/wrong। Label 0 ঠিক। gpt5: mistake. Note: hyperbola, center, directrix এবং latus rectum ঠিক দিয়েছে। কিন্তু expected foci (1,-1),(-9,-1) না দিয়ে vertices (0,-1),(-8,-1) দিয়েছে। তাই full answer হিসেবে ভুল। Label 0 ঠিক। gemma: mistake. Note: center ঠিক পেলেও vertical hyperbola ধরে foci (-4,-4),(-4,2) দিয়েছে। কিন্তু expected hyperbola horizontal, foci হওয়া উচিত (1,-1),(-9,-1)। Label 0 ঠিক। mistral: mistake. Note: nature ও center ঠিক, কিন্তু foci/directrix গুলিয়ে ফেলেছে। foci হিসেবে ভুল coordinates দিয়েছে। Label 0 ঠিক। qwen2.5: mistake. Note: center ও foci আংশিক ঠিক থাকলেও curve nature ভুলভাবে ellipse/উপবৃত্ত বলেছে। Directrix equation-ও expected-এর সঙ্গে মেলে না। Label 0 ঠিক। Crux: কোনো model f...","hyperbola; $(-4,-1)$; $(1,-1), (-9,-1)$; $x+4=\pm\frac{16}{5}$; $\frac{9}{2}$ units"
392,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"question_misinterpretation,geometry_condition_error,arithmetic_or_algebra_error","qwen3: mistake. Note: eccentricity \(\sqrt5/2\) দিয়েছে, যা ellipse-এর জন্যও invalid কারণ \(e<1\) হওয়া উচিত। Equation-ও numeric form-এ বের করেনি। Label 0 ঠিক। gemma: mistake. Note: eccentricity 1 ধরে নিয়েছে এবং \(b=0\) বলেছে, যা ellipse নয়। সঠিকভাবে \(a=10,b^2=50\) হওয়া দরকার। Label 0 ঠিক। mistral: mistake. Note: \(e=\sqrt3/2\) এবং axes ভুল নিয়েছে। তাই equation-ও expected ellipse নয়। Label 0 ঠিক। qwen2.5: mistake. Note: circle \(x^2+y^2=100\) দিয়েছে। কিন্তু expected ellipse, যেখানে \(a^2=100,b^2=50\)। Label 0 ঠিক।","$e=\frac{1}{\sqrt{2}}$, $\frac{x^2}{100}+\frac{y^2}{50}=1$"
393,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,0,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"formula_or_method_error,arithmetic_or_algebra_error,format_or_final_extraction","qwen3: mistake. Note: parabola equation \((y+1)^2=4(x-1)\) দিয়েছে। কিন্তু প্রশ্নে focus-directrix distance definition থেকে oblique directrix-এর equation দরকার ছিল। Label 0 ঠিক। gemma: mistake. Note: \((x-1)^2=4(y+1)\) দিয়েছে, যা standard vertical parabola। Directrix \(x-y+6=0\)-এর oblique nature ব্যবহার করেনি। Label 0 ঠিক। mistral: mistake. Note: final answer missing/failed। Required locus equation বের করতে পারেনি। Label 0 ঠিক। qwen2.5: mistake. Note: \((x+1)^2=8(y+1)\) দিয়েছে, focus/directrix data ভুলভাবে বসিয়েছে। Label 0 ঠিক।",$(x-1)^2+(y+1)^2=\frac{(x-y+6)^2}{(\sqrt{2})^2}$
394,কণিক,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,format_or_final_extraction","qwen3: mistake. Note: final হিসেবে একটি সরলরেখা দিয়েছে, conic equation নয়। Distance relation square করে full second-degree equation তৈরি করেনি। Label 0 ঠিক। gemma: mistake. Note: distance form লিখলেও coefficient scale/expansion expected equation-এর সঙ্গে মেলে না। final conic equation ভুল। Label 0 ঠিক। mistral: mistake. Note: final answer missing/failed। Required second-degree equation দেয়নি। Label 0 ঠিক। qwen2.5: mistake. Note: parabola-type equation \((x-\frac72)^2=23(y+2)\) দিয়েছে। Expected ছিল general second-degree conic। Label 0 ঠিক।",$x^2+4y^2+116x+2y+4xy+259=0$
395,কণিক,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,1,1,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"formula_or_method_error,arithmetic_or_algebra_error","gemma: mistake. Note: formula লিখেছে কিন্তু values বের করেনি; foci হিসেবে \((a,0),(0,b)\) ধরনের ভুল statement দিয়েছে। Label 0 ঠিক। mistral: mistake. Note: foci ও eccentricity দুটোই ভুল দিয়েছে; \(\sqrt{41}/5\) expected নয়। Label 0 ঠিক। qwen2.5: mistake. Note: eccentricity \(\frac{2\sqrt{14}}9\) এবং foci \((\pm4\sqrt{14},0)\) দিয়েছে, দুটোই expected থেকে আলাদা। Label 0 ঠিক।","$e=\frac{3}{5}$, $\left(\pm\frac{27}{5},0\right)$"
396,কণিক,4,"1/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen2_5_7b,gemma3_4b,mistral3_3b",1,1,0,0,0,0,0,0,0,0,0,"qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,formula_or_method_error","gemma: mistake. Note: focus/directrix গুলিয়ে ফেলেছে; focus equation হিসেবে x=-2 দিয়েছে, যা point নয়। Directrix-ও ভুল line। Label 0 ঠিক। mistral: mistake. Note: focus \((-2,-2)\) এবং directrix \(x=-2\) দিয়েছে। expected focus ও horizontal directrix দুটোই ভিন্ন। Label 0 ঠিক। qwen2.5: mistake. Note: focus \((-2,-2)\), directrix \(y=-2\) দিয়েছে। দুটোই expected answer থেকে আলাদা। Label 0 ঠিক।","$\left(-2,-\frac{3}{2}\right)$, $2y+5=0$"
